catalog,catalog_object_id,object_name,ra,dec,_r,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,wx,wy,ID,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,chi2,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,satnum,RA_pm,e_RA_pm,DE_pm,e_DE_pm,cosig_pm,pmRA,e_pmRA,pmDE,e_pmDE,chi2W1_pm,chi2W2_pm,chi2W3_pm,chi2W4_pm,chi2pm,qpm,qph,fdet,fmoon,covW1,covW2,covW3,covW4,2Mkey,d2M,2M
AllWISE,J123339.67+091028.2,AllWISE J123339.67+091028.2,188.41531,9.17451,0.0371,J123339.67+091028.2,188.41531,9.17451,0.0309,0.0303,88.7,Im,11.402,0.023,11.291,0.021,7.088,0.014,5.075,0.044,15.057,0.171,13.008,,13.394,0.131,2073.999,2277.989,1884109001351027247,48.2,77.4,51.0,26.2,76.7,30.4,24.8,3.96,45.4,1,0,0.0,0.0,0.0,0.0,0000,5,0100,24,24,19,19,7,7,7,7,0,188.415312,0.0307,9.1745105,0.0299,-0.0214,278,43,-120,44,77.3,26.2,30.4,3.96,45.3,1N001,AAAA,15,2344,23.518,18.664,6.986,6.923,871869633,1.019,2M
