catalog,catalog_object_id,object_name,ra,dec,_r,RAJ2000,DEJ2000,Name,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r.fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV.a,e_FUV.a,NUV.a,e_NUV.a,FUV.4,e_FUV.4,NUV.4,e_NUV.4,FUV.6,e_FUV.6,NUV.6,e_NUV.6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,NUVw,FUVw,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,groupTot,OName,Size
GALEX AIS,6378937817022598223,GALEX AIS 6378937817022598223,188.415405,9.174181,0.0554,188.415405,9.174181,GALEX J123339.6+091027,6378937817022598223,6378937817019449344,AIS,188.115083,8.912552,213.05,308.05,288.9366,71.5613,50228,737,23,0.395492,1,3,0.0207,0,0,15.4092,0.015,15.0011,0.0074,-3.4108,0.015,-5.0789,0.0074,0.684,0.1174,-1.1524,0.0473,-1.188,0.0439,-2.7931,0.0206,0,0,0,0,2490.66,34.4811,3627.03,24.6226,1229.19,2553.56,1228.6,2553.81,88.239,84.415,0.036766,0.035173,0.0286,0.0286,0.683,0.6855,-36.22,-37.87,-36.59,-36.57,89.0,40.0,3.5,0.012342,0.00391,3.5,0.011609,0.003649,254.8,199.3,0.321366,0.93,0.51,0.76,0.64,0.11,0.09,C,0,1,6378937817022598144,6378937817022598223,0,1,6378937817022598144,6378937817022598223,6378937817022598223,GA:NGC4522,210.45
