catalog,catalog_object_id,object_name,ra,dec,objID,objName,raMean,decMean,raMeanErr,decMeanErr,nDetections,ng,nr,ni,nz,ny,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr,gMeanKronMag,gMeanKronMagErr,rMeanKronMag,rMeanKronMagErr,iMeanKronMag,iMeanKronMagErr,zMeanKronMag,zMeanKronMagErr,yMeanKronMag,yMeanKronMagErr,gMeanApMag,gMeanApMagErr,rMeanApMag,rMeanApMagErr,iMeanApMag,iMeanApMagErr,zMeanApMag,zMeanApMagErr,yMeanApMag,yMeanApMagErr
Pan-STARRS1 DR2 MeanObject,119001884135895310,PSO J188.4136+09.1707,188.41355119,9.17068292,119001884135895310,PSO J188.4136+09.1707,188.41355119,9.17068292,0.0306299999356269,0.0306299999356269,1,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.99449920654297,0.0267040003091096,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.239500045776367,0.0037000000011175,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.39539909362793,0.0267040003091096
Pan-STARRS1 DR2 MeanObject,119001884137444089,PSO J188.4138+09.1697,188.41378071,9.1696741,119001884137444089,PSO J188.4138+09.1697,188.41378071,9.1696741,0.0010000000474974,0.0010000000474974,0,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884137493754,PSO J188.4138+09.1694,188.41378133,9.16941269,119001884137493754,PSO J188.4138+09.1694,188.41378133,9.16941269,0.0010000000474974,0.0010000000474974,0,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884137513676,PSO J188.4138+09.1693,188.41378532,9.16934934,119001884137513676,PSO J188.4138+09.1693,188.41378532,9.16934934,0.0010000000474974,0.0010000000474974,0,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884138193915,PSO J188.4139+09.1695,188.41385267,9.16951569,119001884138193915,PSO J188.4139+09.1695,188.41385267,9.16951569,0.0010000000474974,0.0010000000474974,0,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884138868576,PSO J188.4139+09.1734,188.41388676,9.17341733,119001884138868576,PSO J188.4139+09.1734,188.41388676,9.17341733,-999.0,-999.0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.319100379943848,0.0031119999475777,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884138874984,PSO J188.4139+09.1706,188.41394675,9.17061233,119001884138874984,PSO J188.4139+09.1706,188.41394675,9.17061233,0.0188599992543458,0.0188599992543458,6,1,2,3,0,0,18.33429908752441,0.0114359995350241,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.137800216674805,0.014309000223875,-999.0,-999.0,12.562800407409668,0.0144710000604391,-999.0,-999.0,-999.0,-999.0,17.261699676513672,0.0114359995350241,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884142435305,PSO J188.4143+09.1708,188.4142896156322,9.170796264867496,119001884142435305,PSO J188.4143+09.1708,188.4142896156322,9.170796264867496,0.001227521494605,0.001227521494605,47,4,12,14,10,7,18.782899856567383,0.0146009996533393,18.09980010986328,0.0454949997365474,18.117300033569336,0.1910279989242553,18.253999710083008,0.0119460001587867,17.614599227905273,0.119657002389431,14.878000259399414,0.0195099990814924,14.678199768066406,0.1665869951248169,13.171600341796877,0.088528998196125,13.578399658203123,0.232231006026268,14.540599822998049,0.1196969971060752,17.425199508666992,0.0192120000720024,16.8528995513916,0.0434329994022846,16.715599060058594,0.0518420003354549,17.242799758911133,0.0874800011515617,16.350900650024414,0.3655819892883301
Pan-STARRS1 DR2 MeanObject,119001884142898701,PSO J188.4143+09.1735,188.41428908,9.17352114,119001884142898701,PSO J188.4143+09.1735,188.41428908,9.17352114,-999.0,-999.0,2,2,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.154500007629396,0.031615000218153,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884144009078,PSO J188.4144+09.1739,188.41444071759005,9.173912894922804,119001884144009078,PSO J188.4144+09.1739,188.41444071759005,9.173912894922804,0.0019152774735725,0.0019152774735725,27,16,8,3,0,0,18.78070068359375,0.116517998278141,17.704299926757812,0.0298950001597404,-999.0,-999.0,19.07900047302246,-999.0,18.270000457763672,-999.0,14.674599647521973,0.1843329966068267,13.41189956665039,0.0006530000246129,14.031200408935549,0.0879810005426406,-999.0,-999.0,-999.0,-999.0,17.510000228881836,0.0930759981274604,16.27829933166504,0.0219870004802942,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884145815538,PSO J188.4144+09.1709,188.4144004534729,9.17087581532354,119001884145815538,PSO J188.4144+09.1709,188.4144004534729,9.17087581532354,0.0011881589113147,0.0011881589113147,35,9,9,8,3,6,18.558399200439453,0.1168849989771843,17.748600006103516,0.0854709967970848,18.181100845336918,0.0405559986829757,17.686599731445312,0.0100349998101592,18.061199188232425,0.1406680047512054,15.116100311279297,0.1016879975795745,13.992899894714355,0.1404729932546615,14.595000267028809,0.0141679998487234,-999.0,-999.0,16.15169906616211,0.2205909937620163,17.171899795532227,0.071382001042366,16.530399322509766,0.0326029993593692,16.644100189208984,0.0371729992330074,17.17930030822754,0.045703999698162,17.407899856567383,0.2472440004348755
Pan-STARRS1 DR2 MeanObject,119001884146299448,PSO J188.4146+09.1741,188.41457701,9.17406509,119001884146299448,PSO J188.4146+09.1741,188.41457701,9.17406509,0.0123300002887845,0.0123300002887845,11,6,3,2,0,0,-999.0,-999.0,17.730199813842773,0.3172860145568847,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.02530002593994,0.308243989944458,13.18649959564209,0.1022860035300254,14.34589958190918,0.0639799982309341,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16.326400756835938,0.2805730104446411,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884147969795,PSO J188.4148+09.1744,188.41479635,9.17443298,119001884147969795,PSO J188.4148+09.1744,188.41479635,9.17443298,-999.0,-999.0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.46969985961914,0.0034159999340772,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884149106114,PSO J188.4149+09.1714,188.41486419,9.17135517,119001884149106114,PSO J188.4149+09.1714,188.41486419,9.17135517,0.0727699995040893,0.0727699995040893,2,1,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.70829963684082,0.071211002767086,14.963199615478516,0.0028460000175982,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.74920082092285,0.0449099987745285,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.409299850463867,0.071211002767086
Pan-STARRS1 DR2 MeanObject,119001884151537247,PSO J188.4152+09.1723,188.41515312,9.17230941,119001884151537247,PSO J188.4152+09.1723,188.41515312,9.17230941,-999.0,-999.0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.029999732971191,0.0035369999241083,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884151556480,PSO J188.4151+09.1716,188.41509806539625,9.171600291727124,119001884151556480,PSO J188.4151+09.1716,188.41509806539625,9.171600291727124,0.0014641707204803,0.0014641707204803,39,9,9,11,7,3,18.57159996032715,0.0853220000863075,17.884000778198242,0.1780979931354522,18.83370018005371,-999.0,18.89069938659668,-999.0,18.16790008544922,0.111005999147892,14.728599548339844,0.1354790031909942,13.35319995880127,0.0618380010128021,-999.0,-999.0,13.504799842834473,0.0103169996291399,16.615400314331055,0.1758700013160705,17.189199447631836,0.0742079988121986,16.60700035095215,0.1480920016765594,17.320199966430664,0.1486770063638687,17.123899459838867,0.5965970158576965,17.647199630737305,0.1187459975481033
Pan-STARRS1 DR2 MeanObject,119001884151659485,PSO J188.4152+09.1742,188.41516511,9.17417416,119001884151659485,PSO J188.4152+09.1742,188.41516511,9.17417416,-999.0,-999.0,5,0,0,3,2,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.11620044708252,0.0295429993420839,14.130000114440918,0.0629059970378875,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884153856919,PSO J188.4154+09.1720,188.41538514,9.17203591,119001884153856919,PSO J188.4154+09.1720,188.41538514,9.17203591,-999.0,-999.0,7,3,2,2,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.00730037689209,0.0117060001939535,14.612899780273438,9.999999974752427e-07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884154456320,PSO J188.4154+09.1715,188.41544502,9.17153702,119001884154456320,PSO J188.4154+09.1715,188.41544502,9.17153702,-999.0,-999.0,1,1,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.338700294494627,0.0037539999466389,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884158417320,PSO J188.4158+09.1724,188.41584102,9.17237007,119001884158417320,PSO J188.4158+09.1724,188.41584102,9.17237007,-999.0,-999.0,1,1,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.09749984741211,0.00299399998039,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884158897651,PSO J188.4159+09.1727,188.41592326,9.17267491,119001884158897651,PSO J188.4159+09.1727,188.41592326,9.17267491,0.0191500000655651,0.0191500000655651,7,2,1,1,3,0,-999.0,-999.0,18.97559928894043,0.0197909995913505,-999.0,-999.0,18.80620002746582,0.0260559991002082,-999.0,-999.0,13.947799682617188,0.0077349999919533,13.35569953918457,0.0021349999587982,13.332200050354004,0.0014700000174343,15.029000282287598,0.0081209996715188,-999.0,-999.0,-999.0,-999.0,17.36389923095703,0.0197909995913505,-999.0,-999.0,17.8971004486084,0.0260559991002082,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884161123125,PSO J188.4161+09.1689,188.41611299,9.16887489,119001884161123125,PSO J188.4161+09.1689,188.41611299,9.16887489,-999.0,-999.0,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17.73390007019043,0.0187160000205039,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884161337846,PSO J188.4160+09.1727,188.4159700252775,9.172728984539354,119001884161337846,PSO J188.4160+09.1727,188.4159700252775,9.172728984539354,0.0029596678530292,0.0029592411700684,28,5,6,13,4,0,18.9822998046875,3.000000106112566e-06,19.03459930419922,0.0193419996649026,18.82570075988769,0.0519089996814727,18.768400192260746,0.1123130023479461,-999.0,-999.0,14.494199752807615,0.0,13.78969955444336,0.0025049999821931,12.954099655151367,0.0151389995589852,13.037699699401855,0.033730000257492,-999.0,-999.0,17.733200073242188,0.1324709951877594,17.690099716186523,0.0193419996649026,17.423500061035156,0.0080599999055266,17.464799880981445,0.3876470029354095,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884164428532,PSO J188.4164+09.1734,188.41644261,9.17338032,119001884164428532,PSO J188.4164+09.1734,188.41644261,9.17338032,-999.0,-999.0,2,0,1,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.844599723815918,0.0025679999962449,-999.0,-999.0,14.759499549865724,0.0035480000078678,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884170589818,PSO J188.4171+09.1746,188.41708083,9.17461084,119001884170589818,PSO J188.4171+09.1746,188.41708083,9.17461084,0.0144999995827674,0.0144999995827674,9,7,0,1,1,0,18.82150077819824,0.0055269999429583,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.395400047302246,0.0612669996917247,-999.0,-999.0,14.375200271606444,0.0021889999043196,14.52970027923584,0.0038819999899715,-999.0,-999.0,17.404300689697266,0.0145349996164441,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884170849289,PSO J188.4171+09.1740,188.41708425,9.17401153,119001884170849289,PSO J188.4171+09.1740,188.41708425,9.17401153,-999.0,-999.0,1,1,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884178372430,PSO J188.4178+09.1683,188.41779978,9.16828263,119001884178372430,PSO J188.4178+09.1683,188.41779978,9.16828263,0.1737599968910217,0.1737599968910217,1,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.18869972229004,0.1731079965829849,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.683900833129883,0.1165720000863075,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.0049991607666,0.1731079965829849
Pan-STARRS1 DR2 MeanObject,119001884181361497,PSO J188.4181+09.1675,188.418137,9.1675183,119001884181361497,PSO J188.4181+09.1675,188.418137,9.1675183,-999.0,-999.0,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.54459953308105,0.0645759999752044,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884183734188,PSO J188.4184+09.1698,188.41837358,9.16976055,119001884183734188,PSO J188.4184+09.1698,188.41837358,9.16976055,-999.0,-999.0,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.555200576782227,0.033475998789072,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884183832384,PSO J188.4184+09.1683,188.41836033,9.16827476,119001884183832384,PSO J188.4184+09.1683,188.41836033,9.16827476,0.1574299931526184,0.1574299931526184,1,1,0,0,0,0,21.617700576782227,0.156711995601654,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.51469993591309,0.0881730020046234,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.93269920349121,0.156711995601654,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884186613837,PSO J188.4187+09.1695,188.41866141,9.16946815,119001884186613837,PSO J188.4187+09.1695,188.41866141,9.16946815,-999.0,-999.0,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.5216007232666,0.1050259992480278,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884189192607,PSO J188.4189+09.1685,188.41891564,9.1684511,119001884189192607,PSO J188.4189+09.1685,188.41891564,9.1684511,0.1946099996566772,0.1946099996566772,1,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.214599609375,0.1940270066261291,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.188600540161133,0.1940270066261291
Pan-STARRS1 DR2 MeanObject,119001884190059761,PSO J188.4190+09.1744,188.41900585,9.17440438,119001884190059761,PSO J188.4190+09.1744,188.41900585,9.17440438,-999.0,-999.0,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884194853080,PSO J188.4194+09.1689,188.41941711,9.16888413,119001884194853080,PSO J188.4194+09.1689,188.41941711,9.16888413,0.1818300038576126,0.1818300038576126,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,21.342100143432617,0.181208997964859,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.345399856567383,0.2038380056619644,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.145700454711918,0.181208997964859,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884195882155,PSO J188.4195+09.1680,188.41954032,9.16804829,119001884195882155,PSO J188.4195+09.1680,188.41954032,9.16804829,0.1947399973869323,0.1947399973869323,1,0,1,0,0,0,-999.0,-999.0,21.61050033569336,0.1941619962453842,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.82410049438477,0.1144910007715225,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.618200302124023,0.1941619962453842,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884198755286,PSO J188.4199+09.1707,188.41986577,9.1706841,119001884198755286,PSO J188.4199+09.1707,188.41986577,9.1706841,0.1611199975013733,0.1611199975013733,1,0,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.914400100708008,0.1604209989309311,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.96489906311035,0.1604209989309311
Pan-STARRS1 DR2 MeanObject,119001884201553500,PSO J188.4201+09.1692,188.42011756,9.1691791,119001884201553500,PSO J188.4201+09.1692,188.42011756,9.1691791,0.332610011100769,0.332610011100769,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.855300903320312,0.332271009683609,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.12019920349121,0.1835269927978515,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.489599227905277,0.332271009683609,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884207313916,PSO J188.4207+09.1695,188.42073156,9.16953362,119001884207313916,PSO J188.4207+09.1695,188.42073156,9.16953362,-999.0,-999.0,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884208056244,PSO J188.4207+09.1715,188.42075555781776,9.171435184346697,119001884208056244,PSO J188.4207+09.1715,188.42075555781776,9.171435184346697,0.0173983185437592,0.0173983185437592,26,10,8,8,0,0,21.471099853515625,0.0266609992831945,20.70509910583496,0.1672549992799759,20.59959983825684,0.07082200050354,-999.0,-999.0,-999.0,-999.0,19.494199752807617,0.0484599992632865,18.72130012512207,0.0537090003490448,18.78019905090332,0.0108270002529025,-999.0,-999.0,-999.0,-999.0,20.09119987487793,0.0741709992289543,19.4025993347168,0.0289089996367692,19.47249984741211,0.1084320023655891,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884212893480,PSO J188.4213+09.1692,188.4212535,9.16916113,119001884212893480,PSO J188.4213+09.1692,188.4212535,9.16916113,0.1675599962472915,0.1675599962472915,1,0,1,0,0,0,-999.0,-999.0,21.03070068359375,0.1668889969587326,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.33989906311035,0.2781769931316376,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.68630027770996,0.1668889969587326,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884216324246,PSO J188.4216+09.1698,188.42163274,9.16980838,119001884216324246,PSO J188.4216+09.1698,188.42163274,9.16980838,-999.0,-999.0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.030500411987305,0.0985720008611679,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884216773867,PSO J188.4217+09.1695,188.42166763,9.16949993,119001884216773867,PSO J188.4217+09.1695,188.42166763,9.16949993,0.4430400133132934,0.4430400133132934,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,22.364999771118164,0.4427840113639831,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.7317008972168,0.2613399922847748,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,22.120800018310547,0.4427840113639831,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884228397467,PSO J188.4228+09.1725,188.42282964,9.17250469,119001884228397467,PSO J188.4228+09.1725,188.42282964,9.17250469,0.1854300051927566,0.1854300051927566,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.72319984436035,0.1848250031471252,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.12849998474121,0.1848250031471252,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119001884228529161,PSO J188.4228+09.1739,188.42284338,9.17391626,119001884228529161,PSO J188.4228+09.1739,188.42284338,9.17391626,0.1986699998378753,0.1986699998378753,1,0,0,0,1,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.79080009460449,0.1981039941310882,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.20389938354492,0.1981039941310882,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119011884079371939,PSO J188.4079+09.1762,188.40793717,9.17621929,119011884079371939,PSO J188.4079+09.1762,188.40793717,9.17621929,-999.0,-999.0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.97130012512207,0.2281569987535476,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119011884079881524,PSO J188.4080+09.1757,188.40804967,9.17571385,119011884079881524,PSO J188.4080+09.1757,188.40804967,9.17571385,0.4554699957370758,0.4554699957370758,3,3,0,0,0,0,23.14550018310547,0.4552269876003265,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.84709930419922,0.2316019982099533,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.599899291992188,0.4552269876003265,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
Pan-STARRS1 DR2 MeanObject,119011884080810496,PSO J188.4080+09.1750,188.40803789,9.17500621,119011884080810496,PSO J188.4080+09.1750,188.40803789,9.17500621,0.2286500036716461,0.2286500036716461,1,1,0,0,0,0,22.35770034790039,0.2281579971313476,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,20.88170051574707,0.1431709975004196,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,21.22470092773437,0.2281579971313476,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
